,rerr,terr
0,2.5801926,0.011814794
1,1.0929993,0.07614281
2,0.88431275,0.025104726
3,0.19272742,0.18162598
4,2.6149616,0.22316597
5,1.7660795,0.009120112
6,2.0407836,0.13675946
7,2.4161067,0.00886702
8,2.9263833,0.11723039
9,0.85534936,0.028101394
10,2.4620547,0.16054358
11,1.2782366,0.19055647
12,1.6749688,0.123082116
13,0.68417126,0.0008811357
14,2.7947605,0.2046489
15,0.124705434,0.11591937
16,2.2749395,0.09152654
17,1.2480614,0.22411849
18,1.4447523,0.16836496
19,2.9347699,0.21929523
20,0.80372095,0.19867681
21,0.7910353,0.10568494
22,0.67059004,0.08612816
23,0.4772337,0.10492396
24,1.817038,0.18644808
25,0.4093398,0.15312965
26,0.12074699,0.19529288
27,3.0968678,0.09549174
28,2.9737716,0.13994434
29,1.9456277,0.052348852
30,1.8425628,0.09474261
31,1.5839511,0.037829928
32,0.41702512,0.07197977
33,2.6889775,0.034587502
34,2.312881,0.093862385
35,0.7026843,0.09222105
36,2.4763107,0.23796363
37,0.85547936,0.15234235
38,2.5124114,0.24767096
39,2.3789067,0.020649798
40,1.1215973,0.0014500823
41,1.5294733,0.043569032
42,1.3322048,0.023384536
43,1.237606,0.17788103
44,1.5680861,0.028409448
45,1.6626081,0.0115394015
46,0.76031077,0.05849866
47,1.6466167,0.1257908
48,0.73156565,0.15785806
49,2.768033,0.06862354
50,1.0897009,0.17806832
51,1.1363424,0.012873994
52,1.6628275,0.09880119
53,2.061137,0.15641646
54,2.39058,0.11773152
55,2.2799234,0.15665463
56,2.1296287,0.098959684
57,2.0668404,0.10950641
58,0.8197796,0.2483635
59,1.8928065,0.0005299483
60,0.36140466,0.033768483
61,3.0968678,0.2016512
62,2.8914437,0.19618843
63,1.2954224,0.023622077
64,2.9061198,0.19385426
65,2.083129,0.107608214
66,2.3139668,0.18624379
67,0.39025876,0.1225838
68,2.853033,0.19470997
69,1.988346,0.2003838
70,0.4106927,0.16402905
71,2.919259,0.13568158
72,2.4560447,0.24804673
73,0.62614447,0.019360362
74,2.7355142,0.1697244
75,0.76937425,0.17109104
76,1.569231,0.15644936
77,2.5391526,0.13314335
78,2.96153,0.10173328
79,1.6501471,0.06040345
80,2.3064208,0.091445915
81,2.0657957,0.06870399
82,0.29678497,0.13652389
83,0.11638222,0.08249175
84,2.238336,0.104684286
85,2.8260117,0.22580773
86,0.7728379,0.017051283
87,2.4108398,0.19742586
88,2.8140445,0.11843517
89,3.073575,0.04743819
90,2.3730555,0.08159635
91,0.23339862,0.051858045
92,2.9604511,0.23160833
93,0.5200808,0.21930462
94,1.7859217,0.15743722
95,2.6364472,0.09330579
96,2.6247368,0.22015432
97,2.026464,0.23484026
98,1.4630798,0.18550219
99,0.11697614,0.018817428
100,1.0288198,0.22108625
101,0.76746005,0.122941524
102,2.0302346,0.11136047
103,3.02893,0.13361931
104,2.679846,0.103899196
105,0.31658223,0.24697445
106,1.0599037,0.21027665
107,2.1700618,0.05589517
108,0.6833294,0.23562698
109,2.9948978,0.1757401
110,2.637092,0.060793143
111,2.8387449,0.19032595
112,1.3129492,0.23754099
113,1.8847537,0.12916131
114,1.1736263,0.14146532
115,1.5620785,0.018183317
116,0.31006643,0.09428425
117,1.3719581,0.123401396
118,0.4774527,0.066406876
119,0.7043189,0.11246466
120,1.8585293,0.006920457
121,0.5531044,0.04215639
122,0.36917254,0.20937274
123,3.0220802,0.015980955
124,0.0447248,0.06633954
125,0.868734,0.21149287
126,2.8241959,0.019642808
127,3.0752172,0.18998876
128,0.16258374,0.1333535
129,1.4815078,0.10086454
130,1.0744894,0.11248175
131,2.535977,0.15733653
132,2.17163,0.116010584
133,2.5441248,0.028091004
134,0.6565474,0.11025722
135,1.9823754,0.06656479
136,1.5771567,0.105365045
137,0.38115585,0.018569367
138,1.5087605,0.18380882
139,1.2831544,0.21012482
140,3.091656,0.19892818
141,0.8524422,0.115161054
142,2.9756854,0.15338945
143,1.2125382,0.19095165
144,0.887112,0.004118866
145,1.9290906,0.007926719
146,1.2137488,0.113193154
147,2.2604196,0.1672436
148,1.3140078,0.20977095
149,0.3854317,0.22218989
150,1.3978918,0.12812631
151,0.74230695,0.10890347
152,0.4628337,0.08408578
153,2.008915,0.23474684
154,0.51304424,0.24167526
155,1.3996494,0.052401934
156,0.8552499,0.20530577
157,1.11832,0.20309962
158,0.12276789,0.2084269
159,0.6196003,0.12916341
160,2.103047,0.18055724
161,1.9981656,0.104073875
162,2.0376375,0.107636794
163,1.7088884,0.17354229
164,2.4490755,0.17099805
165,2.3272686,0.15315017
166,3.0063353,0.18155986
167,0.15337962,0.04394931
168,0.5275669,0.031602178
169,2.8545732,0.19962385
170,0.46281528,0.10131713
171,1.7505567,0.007148267
172,1.3645742,0.08102259
173,0.6583002,0.12032534
174,1.2771299,0.12188852
175,2.380428,0.23949036
176,2.1119318,0.14944068
177,0.97081214,0.15539806
178,2.0819485,0.23261775
179,2.4333098,0.24956296
180,1.144719,0.052109968
181,2.2162375,0.14515309
182,2.7598333,0.21521187
183,1.3689256,0.17488581
184,1.8504962,0.1264659
185,2.3172746,0.22687376
186,2.9926767,0.13889927
187,0.54992294,0.23848505
188,1.1703328,0.21232511
189,2.204925,0.08934804
190,1.4958367,0.010607068
191,0.13660154,0.09422114
192,2.0033848,0.06698609
193,2.8086874,0.15864009
194,0.39941755,0.24923718
195,0.06627641,0.10245617
196,0.86599785,0.22587296
197,0.04643199,0.14269426
198,1.8767979,0.20118518
199,1.5399003,0.078586355
200,1.0377827,0.101222515
201,2.2842238,0.08373237
202,3.0811312,0.17157258
203,0.9071785,0.18793795
204,1.943449,0.23321746
205,2.2470007,0.24099547
206,1.0105344,0.0062824422
207,2.521619,0.16608001
208,2.9901652,0.083613
209,0.76957166,0.09133285
210,2.5032704,0.20282204
211,1.654644,0.19264317
212,1.6913712,0.23770016
213,2.9548078,0.23263933
214,1.0857304,0.09444016
215,1.6536465,0.20304607
216,0.5632359,0.23685066
217,1.742237,0.12775718
218,1.3307099,0.22914748
219,2.1694512,0.01014452
220,0.5865381,0.09408803
221,0.19938363,0.23715113
222,3.020272,0.1313032
223,2.7408495,0.08496828
224,2.54609,0.06861884
225,0.47082475,0.20184971
226,1.8065736,0.24649931
227,0.677166,0.03058201
228,2.2861419,0.1679404
229,0.29639584,0.08425704
230,2.100732,0.15272817
231,3.0968678,0.050505973
232,1.8807753,0.22824283
233,0.97903794,0.14620191
234,1.1753252,0.1825731
235,3.035955,0.17103438
236,1.3380508,0.12708028
237,1.6902622,0.09635019
238,2.1194863,0.065604165
239,1.4996543,0.075862035
240,2.474472,0.05150779
241,1.3184577,0.24423283
242,0.049178537,0.11266618
243,2.126966,0.06236452
